"id","country_code","language_code","data"
"11",MD,RO,"{""id"": ""6a0a9d14-f731-4a58-a9cf-4ca4ea8fdf19"", ""title"": ""Obligațiile aplicabile în muncii"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Operatorul economic a încălcat obligațiile în domeniul muncii în ultimii 3 ani?"", ""classification"": {""id"": ""CRITERION.EXCLUSION.SOCIAL.LABOUR_LAW"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""927f3ab8-5972-4b58-bf95-9d84415aa734"", ""requirements"": [{""id"": ""af193959-1fd4-47f9-9564-219e1775d304"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""41c07168-9ed2-4719-827e-8449147eeef4"", ""title"": ""În cazul că răspunsul este Da pentru întrebarea 3D.3, puteți furniza dovezi care să arate că măsurile luate sunt suficiente pentru a demonstra fiabilitatea, în pofida existenței unui motiv de excludere?"", ""dataType"": ""boolean""}]}, {""id"": ""7b8ddec1-17db-4a1c-aca3-f56fe537bd4e"", ""requirements"": [{""id"": ""61829553-aec8-4b52-afea-88c51f23f85a"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"12",MD,RO,"{""id"": ""c664a190-dd01-4f09-b521-6f7853e803b2"", ""title"": ""Insolvabilitatea"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Operatorul economic este în situație de insolvabilitate sau de lichidare a activității antreprenoriale  ca urmare a unei hotărârii judecătorești?"", ""classification"": {""id"": ""CRITERION.EXCLUSION.BUSINESS.INSOLVENCY"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""361b12f4-9716-4c6a-aecc-e1be718ff8df"", ""requirements"": [{""id"": ""a990f650-602e-4e42-b79a-c0b6edc08cb3"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""1fff8915-1b80-4d71-850d-d3426c110f44"", ""title"": ""În cazul că răspunsul este Da pentru întrebarea 3D.4, puteți furniza dovezi care să arate că măsurile luate sunt suficiente pentru a demonstra fiabilitatea, în pofida existenței unui motiv de excludere?"", ""dataType"": ""boolean""}]}, {""id"": ""303f7214-79f7-4858-bb74-2b791ae59d9a"", ""requirements"": [{""id"": ""480a11e4-2ce2-4ba1-8c75-80a7d52b4dcb"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"13",MD,RO,"{""id"": ""b2e9d98b-2530-4496-8569-6c626762ca6c"", ""title"": ""Active administrate de lichidator"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Activele operatorului economic sunt administrate de un lichidator sau de o instanță?"", ""classification"": {""id"": ""CRITERION.EXCLUSION.BUSINESS.LIQUIDATOR_ADMINISTERED"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""5a0c8154-edd1-413d-bba2-48871ca9fa8e"", ""requirements"": [{""id"": ""2ed16149-91d5-4a51-bf5d-2083d67ce8c4"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""81a6265e-98c1-4427-8850-cc3794c81f72"", ""title"": ""În cazul că răspunsul este Da pentru întrebarea 3D.5, puteți furniza dovezi care să arate că măsurile luate sunt suficiente pentru a demonstra fiabilitatea, în pofida existenței unui motiv de excludere?"", ""dataType"": ""boolean""}]}, {""id"": ""4a60f741-69e9-45bc-9e0b-4deabf3e00f6"", ""requirements"": [{""id"": ""b1e7372e-8359-4fda-b52b-e1734701ca06"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"14",MD,RO,"{""id"": ""0aea1488-c6df-4ab6-bcb8-4eb15bcd6299"", ""title"": ""Activitățile economice sunt suspendate"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Activitățile economice ale operatorului economic sunt suspendate?"", ""classification"": {""id"": ""CRITERION.EXCLUSION.BUSINESS.ACTIVITIES_SUSPENDED"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""c4008438-4787-4e38-a15d-6a2d0d911f2a"", ""requirements"": [{""id"": ""d0692b40-daa9-461e-8d7b-3a358806dbc8"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""849f0c12-9732-4587-ace4-91cbdba9383b"", ""title"": ""În cazul că răspunsul este Da pentru întrebarea 3D.6, puteți furniza dovezi care să arate că măsurile luate sunt suficiente pentru a demonstra fiabilitatea, în pofida existenței unui motiv de excludere?"", ""dataType"": ""boolean""}]}, {""id"": ""55f4633c-aed0-48e7-b694-9e7732867ecc"", ""requirements"": [{""id"": ""8650c6bd-609a-4628-ae85-7ceb8eaf297d"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"15",MD,RO,"{""id"": ""1f2e0fc0-1964-4713-9860-23452d00c013"", ""title"": ""Acorduri cu alți operatori economici care vizează denaturarea concurenței"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Operatorul economic, în ultimii 3 ani, a încheiat acorduri cu alți operatori economici care au ca obiect denaturarea concurenței, fapt constatat prin decizie a organului abilitat în acest sens?"", ""classification"": {""id"": ""CRITERION.EXCLUSION.MISCONDUCT.MARKET_DISTORTION"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""dcdb06aa-0ff7-45c4-be16-bd16bdbdeafe"", ""requirements"": [{""id"": ""f8560916-3f89-4ae8-a402-939cd658d875"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""fe8f1761-afd4-4e90-a5c8-e7f32936c388"", ""title"": ""În cazul că răspunsul este Da pentru întrebarea 3D.7, puteți furniza dovezi care să arate că măsurile luate sunt suficiente pentru a demonstra fiabilitatea, în pofida existenței unui motiv de excludere?"", ""dataType"": ""boolean""}]}, {""id"": ""94aaa574-1aa8-499b-81d9-2d2407f3913f"", ""requirements"": [{""id"": ""b8c8924b-baab-4205-9f0f-e038aed575a8"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"16",MD,RO,"{""id"": ""b71b9633-141c-43a6-9f30-08a60ef4b128"", ""title"": ""Conflict de interese"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Operatorul economic se află într-o situație de conflict de interese care nu poate fi remediată?"", ""classification"": {""id"": ""CRITERION.EXCLUSION.CONFLICT_OF_INTEREST.PROCEDURE_PARTICIPATION"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""de975420-eeb9-4ae6-ae72-a927d03ffaba"", ""requirements"": [{""id"": ""d62f9d50-be97-44ed-aecf-f107de82b3c8"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""6f74d35d-4974-440f-9b5d-f8b4647e1615"", ""title"": ""În cazul că răspunsul este Da pentru întrebarea 3D.8, puteți furniza dovezi care să arate că măsurile luate sunt suficiente pentru a demonstra fiabilitatea, în pofida existenței unui motiv de excludere?"", ""dataType"": ""boolean""}]}, {""id"": ""a169b638-9466-4605-97cd-e496cfb381bb"", ""requirements"": [{""id"": ""09666107-13b5-4e1e-ab51-fa6e41d6cfd1"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"17",MD,RO,"{""id"": ""61229949-7c24-4174-bf5e-3a2601453bae"", ""title"": ""Integritatea"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Operatorul economic, în ultimii 3 ani, se face vinovat de o abatere profesională, care îi pune la îndoială integritatea?"", ""classification"": {""id"": ""CRITERION.EXCLUSION.MISCONDUCT.MC_PROFESSIONAL"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""117a83d1-9c54-4bdc-a632-dd370fff2f5f"", ""requirements"": [{""id"": ""f79c6795-1286-4dc7-b4c4-47481739d97b"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""7c4b6f25-24f3-4fcf-9f04-40e7cac8fc27"", ""title"": ""În cazul că răspunsul este Da pentru întrebarea 3D.10, puteți furniza dovezi care să arate că măsurile luate sunt suficiente pentru a demonstra fiabilitatea, în pofida existenței unui motiv de excludere?"", ""dataType"": ""boolean""}]}, {""id"": ""4fc497f2-8497-4eda-adf6-5e84649e74d8"", ""requirements"": [{""id"": ""572da984-a47a-4f55-8468-4664c26f920b"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"18",MD,RO,"{""id"": ""cee2d451-f5c5-420f-9dab-0bf56b451dbd"", ""title"": ""Capacitatea de exercitare a activității profesionale"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Operatorul economic este în măsură să furnizeze documentul/documentele prin care se va demonstra înregistrarea acestuia?"", ""classification"": {""id"": ""CRITERION.SELECTION.SUITABILITY.PROFESSIONAL_REGISTER_ENROLMENT"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""380afcec-7a26-498a-aa4d-176a55ed6d4c"", ""requirements"": [{""id"": ""4fb820d8-28cd-4ab1-857e-ba5df8bf994a"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}]}, {""id"": ""d79ccec4-3dfd-4f34-b80d-6974b75711db"", ""requirements"": [{""id"": ""4c6b740b-53e9-417c-b81d-0e470afb4fff"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"19",MD,RO,"{""id"": ""6993ec38-f07f-420e-bc1a-ccd5ae5a3d8c"", ""title"": ""Certificare și/sau o autorizare echivalentă"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Activitatea antreprenorială deține o certificare și/sau o autorizare echivalentă aferent obiectului procedurii de atribuire a contractului, în cadrul unui sistem național?"", ""classification"": {""id"": ""CRITERION.SELECTION.SUITABILITY.AUTHORISATION"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""e7be9863-c22c-4896-bfd1-c5d38d865c97"", ""requirements"": [{""id"": ""80857311-51a2-4424-b99c-dbc59480cb65"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}]}, {""id"": ""0ee28821-f71f-445e-b79d-6408b522acd8"", ""requirements"": [{""id"": ""620c8651-2be0-4c1e-b6a4-a2850ff3fdb2"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"20",MD,RO,"{""id"": ""507e86d7-deca-4eb0-9b60-3adc7f93dd66"", ""title"": ""Declarații bancare"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Operatorul economic este în măsură să furnizeze declarații bancare sau, după caz, dovezi privind asigurarea riscului profesional în conformitate cu cerințele din documentația de atribuire?"", ""classification"": {""id"": ""CRITERION.SELECTION.ECONOMIC_FINANCIAL_STANDING.RISK_INDEMNITY_INSURANCE"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""05975f47-08ba-4873-a2fe-bcd4a9806ec8"", ""requirements"": [{""id"": ""403af689-6e14-4040-af0c-338ccf7f6b06"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""53af9700-7be5-4dde-bf52-d3b72eb07e30"", ""title"": ""Informația menționată la punctul 4B.1 este disponibilă gratuit pentru autorități, dintr-o bază de date națională? Dacă da, specificați informația care ar permite verificarea ei"", ""dataType"": ""boolean""}]}, {""id"": ""4fdb2329-151d-4d83-a00c-24ad70bb2e1b"", ""requirements"": [{""id"": ""4b67dcb2-cd93-4b96-84bc-b3ae2310def2"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"21",MD,RO,"{""id"": ""0863e9f0-8336-4a6f-95e8-983246fc867d"", ""title"": ""Cifra de afaceri anuală (volumul vânzărilor)"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Operatorul economic este în măsură să demonstreze o cifră de afaceri anuală, după cum urmează:\n\nValoare _____ Perioada _______\n\nNotă. Se completează de către autoritatea contractantă valoarea și perioada"", ""classification"": {""id"": ""CRITERION.SELECTION.ECONOMIC_FINANCIAL_STANDING.TURNOVER.GENERAL_YEARLY"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""2eb0dea3-b14b-470f-92aa-6c34656f2d01"", ""requirements"": [{""id"": ""8cb255c8-7d90-4467-ac40-44346c9d558d"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""15483c03-99f5-4863-9b6c-cabb14ae93d3"", ""title"": ""Specificați care este cifra de afaceri anuală, conform datelor din raportul financiar"", ""dataType"": ""number""}]}, {""id"": ""cfe40f5f-19ba-4022-b9d7-71cf159a8b67"", ""requirements"": [{""id"": ""a95cd469-8476-4327-bb06-72aa3efcebcb"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"22",MD,RO,"{""id"": ""e3278032-a867-4142-a6dd-99aa8c8e923a"", ""title"": ""Cifra de afaceri medie anuală"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Operatorul economic este în măsură să demonstreze o cifră medie anuală de afaceri,  după cum urmează:\n\nValoare _____  Perioada _______\n \nNotă. Se completează de către autoritatea contractantă valoarea și perioada"", ""classification"": {""id"": ""CRITERION.SELECTION.ECONOMIC_FINANCIAL_STANDING.TURNOVER.AVERAGE_YEARLY"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""7c7a76bc-8474-4777-a7e8-05b99504fcb8"", ""requirements"": [{""id"": ""1ab9617a-543e-4dc0-9750-bc44355271d1"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""b1a93f8a-3630-4c1b-934a-2c001ca25152"", ""title"": ""Specificați cifra de afaceri, conform datelor din raportul financiar"", ""dataType"": ""number""}]}, {""id"": ""1a92bcd1-ffbb-406d-a99d-a988aac5e9a5"", ""requirements"": [{""id"": ""a0e2d806-ef00-4c8d-a249-4044a23311b9"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
"23",MD,RO,"{""id"": ""0e2b6672-9334-42c0-827c-5eeaa4c05901"", ""title"": ""Raport financiar"", ""source"": ""tenderer"", ""relatesTo"": ""tenderer"", ""description"": ""Operatorul economic este în măsură să furnizeze raportul financiar înregistrat, extrase din raportul financiar?"", ""classification"": {""id"": ""CRITERION.SELECTION.ECONOMIC_FINANCIAL_STANDING.OTHER_REQUIREMENTS"", ""scheme"": ""ESPD-2.2.1""}, ""requirementGroups"": [{""id"": ""b8651aff-67d0-4483-9d25-cee70f6f5215"", ""requirements"": [{""id"": ""f4999de5-21c9-4bd9-9c17-0ca57ebdcd90"", ""title"": ""Da"", ""dataType"": ""boolean"", ""expectedValue"": true}, {""id"": ""46df0758-fef5-4160-a900-4506bdc6e8e4"", ""title"": ""Informațiile privind situația economică și financiară sunt disponibile gratuit pentru autorități, dintr-o bază de date națională? Dacă da, specificați informația care ar permite verificarea"", ""dataType"": ""boolean""}]}, {""id"": ""d5f1b50d-1b5f-48a8-b67f-ff7d97f245b5"", ""requirements"": [{""id"": ""46dc309f-3c0b-4792-a267-75ef292ed7db"", ""title"": ""Nu"", ""dataType"": ""boolean"", ""expectedValue"": false}]}]}"
